event_id,user_id,product_id,event_type,query,timestamp,dwell_time_seconds
E00129,U030,P0015,search,"gaming glasses",2025-12-20T04:10:42.419Z,0
E00130,U043,P0214,purchase,"sunglasses for driving",2025-12-19T04:07:52.938Z,0
E00131,U057,P0130,click,"rayban aviators",2025-12-03T13:07:33.976Z,22
E00132,U086,P0293,click,"vincent chase computer glasses",2025-12-03T23:53:58.535Z,263
E00133,U090,P0011,add_to_cart,"blue light glasses for coding",2025-12-09T22:46:12.811Z,0
E00134,U015,P0196,click,"gaming glasses",2025-12-24T13:55:50.852Z,105
E00135,U002,P0239,search,"stylish eyeglasses",2025-12-02T10:05:55.589Z,0
E00136,U029,P0011,click,"sunglasses for driving",2025-12-26T21:26:19.550Z,160
E00137,U004,P0122,add_to_cart,"gold round glasses",2025-12-15T21:59:24.072Z,0
E00138,U011,P0259,search,"black rimless frames",2025-12-22T21:48:39.927Z,0
E00139,U005,P0138,click,"transparent frames",2025-12-27T19:51:34.167Z,205
E00140,U084,P0117,search,"running sunglasses",2025-12-23T00:22:50.604Z,0
E00141,U023,P0124,add_to_cart,"vincent chase computer glasses",2025-12-23T13:30:55.621Z,0
E00142,U080,P0132,click,"blue light glasses for coding",2025-12-12T16:32:09.645Z,98
E00143,U099,P0046,search,"sunglasses for driving",2025-12-05T08:43:46.443Z,0
E00144,U084,P0098,search,"prescription glasses",2025-11-29T21:38:48.163Z,0
E00145,U061,P0185,click,"contact lenses for dry eyes",2025-12-11T16:35:32.644Z,210
E00146,U075,P0033,click,"stylish eyeglasses",2025-12-09T10:36:04.313Z,156
E00147,U041,P0141,click,"prescription glasses",2025-12-12T00:13:59.093Z,152
E00148,U082,P0108,purchase,"stylish eyeglasses",2025-12-23T02:47:40.882Z,0
E00149,U040,P0032,search,"rayban aviators",2025-12-06T23:42:47.761Z,0
E00150,U086,P0016,add_to_cart,"gold round glasses",2025-12-23T02:11:53.262Z,0
E00151,U017,P0134,search,"blue light glasses for coding",2025-12-07T05:13:55.285Z,0
E00152,U064,P0089,search,"gold round glasses",2025-12-25T17:09:14.356Z,0
E00153,U075,P0225,search,"running sunglasses",2025-12-09T10:39:30.828Z,0
E00154,U049,P0086,search,"prescription glasses",2025-12-26T03:43:57.651Z,0
E00155,U066,P0028,click,"contact lenses for dry eyes",2025-11-30T04:30:12.955Z,127
E00156,U093,P0197,add_to_cart,"blue light glasses for coding",2025-12-22T06:09:55.668Z,0
E00157,U064,P0300,purchase,"prescription glasses",2025-12-26T01:44:42.442Z,0
E00158,U034,P0257,click,"prescription glasses",2025-12-15T21:26:15.096Z,42
E00159,U065,P0109,search,"prescription glasses",2025-12-10T07:28:44.050Z,0
E00160,U098,P0248,purchase,"prescription glasses",2025-12-16T22:37:46.447Z,0
E00161,U051,P0094,search,"prescription glasses",2025-12-28T00:22:02.565Z,0
E00162,U052,P0268,click,"sunglasses for driving",2025-12-14T17:42:42.438Z,154
E00163,U065,P0282,search,"rayban aviators",2025-12-02T20:54:02.986Z,0
E00164,U042,P0047,click,"blue light glasses for coding",2025-12-19T15:16:37.582Z,220
E00165,U016,P0023,purchase,"contact lenses for dry eyes",2025-12-17T16:03:13.856Z,0
E00166,U098,P0040,click,"vincent chase computer glasses",2025-12-05T17:04:32.846Z,17
E00167,U081,P0005,search,"rayban aviators",2025-12-11T12:38:55.499Z,0
E00168,U016,P0277,click,"gold round glasses",2025-12-20T11:18:48.856Z,14
E00169,U009,P0211,click,"stylish eyeglasses",2025-12-11T03:05:59.411Z,217
E00170,U098,P0231,click,"prescription glasses",2025-12-22T17:22:16.806Z,125
E00171,U025,P0197,click,"sunglasses for driving",2025-12-08T07:06:32.278Z,63
E00172,U023,P0099,click,"contact lenses for dry eyes",2025-12-01T22:37:15.017Z,263
E00173,U041,P0037,search,"transparent frames",2025-12-02T08:36:03.282Z,0
E00174,U014,P0105,search,"vincent chase computer glasses",2025-12-25T00:01:21.387Z,0
E00175,U032,P0166,search,"vincent chase computer glasses",2025-11-28T23:04:52.868Z,0
E00176,U081,P0212,search,"gaming glasses",2025-12-11T02:42:58.255Z,0
E00177,U065,P0171,search,"contact lenses for dry eyes",2025-12-17T10:36:10.773Z,0
E00178,U065,P0110,add_to_cart,"transparent frames",2025-12-05T02:51:02.045Z,0
E00179,U077,P0174,click,"rayban aviators",2025-12-19T04:22:12.891Z,212
E00180,U037,P0162,add_to_cart,"stylish eyeglasses",2025-11-30T15:19:27.618Z,0
E00181,U005,P0169,click,"vincent chase computer glasses",2025-12-12T19:02:56.569Z,173
E00182,U095,P0043,click,"gold round glasses",2025-12-18T18:24:56.544Z,15
E00183,U064,P0289,click,"gold round glasses",2025-12-28T07:48:27.978Z,107
E00184,U094,P0095,click,"transparent frames",2025-12-20T03:26:38.303Z,243
E00185,U094,P0221,add_to_cart,"sunglasses for driving",2025-12-18T17:40:02.329Z,0
E00186,U072,P0264,add_to_cart,"gold round glasses",2025-12-10T23:50:28.223Z,0
E00187,U080,P0166,add_to_cart,"gaming glasses",2025-12-17T09:37:10.844Z,0
E00188,U020,P0178,add_to_cart,"transparent frames",2025-12-13T13:53:03.753Z,0
E00189,U077,P0177,search,"gaming glasses",2025-12-10T20:30:02.730Z,0
E00190,U050,P0193,search,"transparent frames",2025-12-20T17:47:25.031Z,0
E00191,U057,P0014,search,"gaming glasses",2025-12-08T14:31:36.042Z,0
E00192,U066,P0154,search,"gold round glasses",2025-12-16T16:07:16.442Z,0
E00193,U011,P0290,search,"blue light glasses for coding",2025-12-20T22:43:59.562Z,0
E00194,U041,P0096,search,"contact lenses for dry eyes",2025-12-09T00:48:53.871Z,0
E00195,U047,P0186,click,"rayban aviators",2025-12-09T22:20:21.664Z,169
E00196,U040,P0211,click,"prescription glasses",2025-12-16T20:56:59.201Z,83
E00197,U082,P0208,click,"contact lenses for dry eyes",2025-12-16T03:18:25.582Z,297
E00198,U006,P0199,search,"contact lenses for dry eyes",2025-12-06T11:12:51.250Z,0
E00199,U049,P0100,purchase,"prescription glasses",2025-12-09T10:28:05.313Z,0
E00200,U028,P0256,search,"vincent chase computer glasses",2025-12-17T22:48:47.228Z,0
E00201,U043,P0174,click,"prescription glasses",2025-12-20T02:18:51.410Z,259
E00202,U083,P0219,search,"vincent chase computer glasses",2025-12-06T23:35:19.618Z,0
E00203,U095,P0073,search,"running sunglasses",2025-12-19T05:51:42.727Z,0
E00204,U081,P0163,search,"gold round glasses",2025-12-17T04:05:00.762Z,0
E00205,U060,P0023,search,"gaming glasses",2025-12-15T04:02:30.257Z,0
E00206,U020,P0069,search,"transparent frames",2025-12-07T21:49:32.085Z,0
E00207,U075,P0113,search,"vincent chase computer glasses",2025-12-12T11:00:49.049Z,0
E00208,U096,P0254,click,"stylish eyeglasses",2025-12-11T01:03:30.461Z,264
E00209,U005,P0284,search,"gaming glasses",2025-12-19T17:03:19.949Z,0
E00210,U062,P0183,search,"gold round glasses",2025-12-25T01:25:59.481Z,0
E00211,U030,P0250,add_to_cart,"contact lenses for dry eyes",2025-12-14T16:25:32.172Z,0
E00212,U073,P0265,click,"sunglasses for driving",2025-12-11T12:46:13.870Z,157
E00213,U026,P0277,add_to_cart,"rayban aviators",2025-12-08T18:32:15.589Z,0
E00214,U026,P0053,click,"blue light glasses for coding",2025-12-02T03:13:29.127Z,246
E00215,U030,P0046,click,"black rimless frames",2025-12-15T09:48:55.817Z,85
E00216,U068,P0126,search,"sunglasses for driving",2025-12-18T03:54:22.118Z,0
E00217,U083,P0126,search,"blue light glasses for coding",2025-12-08T04:48:35.854Z,0
E00218,U075,P0147,search,"rayban aviators",2025-12-16T22:40:20.268Z,0
E00219,U026,P0007,add_to_cart,"running sunglasses",2025-12-01T01:39:51.529Z,0
E00220,U011,P0017,search,"blue light glasses for coding",2025-12-02T00:16:01.155Z,0
E00221,U019,P0259,click,"vincent chase computer glasses",2025-12-08T16:16:18.118Z,266
E00222,U021,P0055,click,"vincent chase computer glasses",2025-12-08T04:05:01.719Z,108
E00223,U012,P0100,click,"sunglasses for driving",2025-11-28T17:00:21.190Z,266
E00224,U025,P0269,search,"prescription glasses",2025-11-30T13:30:01.101Z,0
E00225,U091,P0183,add_to_cart,"gaming glasses",2025-12-27T04:33:56.638Z,0
E00226,U018,P0116,add_to_cart,"stylish eyeglasses",2025-12-25T08:01:35.802Z,0
E00227,U084,P0280,search,"gaming glasses",2025-12-04T01:39:15.706Z,0
E00228,U089,P0029,search,"contact lenses for dry eyes",2025-11-30T20:34:33.765Z,0
E00229,U099,P0010,click,"gaming glasses",2025-11-30T07:52:36.886Z,142
E00230,U034,P0064,click,"rayban aviators",2025-12-23T06:09:28.944Z,127
E00231,U041,P0093,add_to_cart,"rayban aviators",2025-12-11T14:44:45.856Z,0
E00232,U083,P0102,click,"transparent frames",2025-12-26T01:08:21.974Z,75
E00233,U018,P0213,click,"blue light glasses for coding",2025-12-19T05:28:44.334Z,176
E00234,U018,P0192,click,"prescription glasses",2025-12-24T19:20:39.849Z,261
E00235,U069,P0225,purchase,"black rimless frames",2025-12-11T11:44:47.015Z,0
E00236,U020,P0221,search,"gold round glasses",2025-11-30T13:02:26.484Z,0
E00237,U020,P0236,search,"transparent frames",2025-12-05T15:12:21.585Z,0
E00238,U031,P0126,click,"sunglasses for driving",2025-12-18T04:39:43.951Z,273
E00239,U069,P0256,add_to_cart,"running sunglasses",2025-12-18T04:39:55.780Z,0
E00240,U036,P0229,search,"blue light glasses for coding",2025-12-21T12:29:31.338Z,0
E00241,U043,P0039,add_to_cart,"stylish eyeglasses",2025-12-14T19:26:30.331Z,0
E00242,U015,P0071,search,"gold round glasses",2025-12-25T23:12:56.372Z,0
E00243,U063,P0121,click,"blue light glasses for coding",2025-12-21T09:23:07.300Z,256
E00244,U022,P0194,add_to_cart,"gaming glasses",2025-12-10T23:39:08.694Z,0
E00245,U084,P0016,search,"vincent chase computer glasses",2025-12-23T16:20:11.315Z,0
E00246,U020,P0166,click,"gold round glasses",2025-12-09T06:59:53.572Z,98
E00247,U047,P0256,add_to_cart,"blue light glasses for coding",2025-12-20T07:08:02.168Z,0
E00248,U096,P0223,click,"transparent frames",2025-12-27T11:27:38.500Z,274
E00249,U007,P0137,add_to_cart,"stylish eyeglasses",2025-12-16T15:09:06.400Z,0
E00250,U051,P0048,click,"transparent frames",2025-12-21T02:51:29.648Z,104
E00251,U004,P0139,add_to_cart,"contact lenses for dry eyes",2025-12-22T20:21:06.474Z,0
E00252,U016,P0073,search,"transparent frames",2025-12-17T04:50:17.333Z,0
E00253,U057,P0021,add_to_cart,"gaming glasses",2025-12-07T09:50:40.905Z,0
E00254,U075,P0248,search,"transparent frames",2025-12-07T16:50:28.543Z,0
E00255,U048,P0288,search,"gold round glasses",2025-12-02T17:51:40.051Z,0
E00256,U056,P0080,add_to_cart,"sunglasses for driving",2025-12-25T12:29:06.368Z,0
E00257,U053,P0285,click,"vincent chase computer glasses",2025-12-25T01:08:49.450Z,188
E00258,U091,P0259,click,"rayban aviators",2025-11-30T06:28:08.428Z,27
E00259,U048,P0179,purchase,"sunglasses for driving",2025-12-23T08:56:25.612Z,0
E00260,U010,P0134,add_to_cart,"black rimless frames",2025-12-05T03:23:21.240Z,0
E00261,U032,P0259,click,"gold round glasses",2025-12-03T08:17:37.364Z,263
E00262,U100,P0300,search,"stylish eyeglasses",2025-12-06T20:54:12.604Z,0
E00263,U061,P0210,click,"prescription glasses",2025-12-20T02:04:29.659Z,297
E00264,U099,P0280,purchase,"contact lenses for dry eyes",2025-12-02T22:18:37.694Z,0
E00265,U076,P0092,search,"rayban aviators",2025-12-04T02:32:38.928Z,0
E00266,U060,P0240,click,"gold round glasses",2025-11-30T22:50:11.186Z,161
E00267,U088,P0246,search,"gold round glasses",2025-12-10T19:12:14.157Z,0
E00268,U060,P0258,click,"blue light glasses for coding",2025-12-01T05:13:08.139Z,26
E00269,U052,P0066,click,"prescription glasses",2025-12-20T06:22:21.888Z,32
E00270,U046,P0211,search,"transparent frames",2025-11-29T15:55:33.850Z,0
E00271,U089,P0226,purchase,"running sunglasses",2025-12-21T21:23:17.181Z,0
E00272,U009,P0025,click,"vincent chase computer glasses",2025-12-18T09:38:43.274Z,10
E00273,U021,P0184,click,"rayban aviators",2025-12-26T18:51:53.707Z,134
E00274,U013,P0130,click,"gold round glasses",2025-12-02T01:21:14.541Z,222
E00275,U038,P0112,click,"contact lenses for dry eyes",2025-12-18T04:27:01.744Z,179
E00276,U006,P0219,purchase,"transparent frames",2025-12-07T04:17:14.491Z,0
E00277,U069,P0266,purchase,"transparent frames",2025-11-30T20:47:27.133Z,0
E00278,U069,P0194,click,"contact lenses for dry eyes",2025-12-02T12:25:50.702Z,200
E00279,U088,P0030,search,"vincent chase computer glasses",2025-12-03T10:41:15.084Z,0
E00280,U006,P0200,search,"sunglasses for driving",2025-12-18T12:43:39.098Z,0
E00281,U069,P0096,click,"black rimless frames",2025-12-20T07:35:50.645Z,185
E00282,U050,P0034,click,"black rimless frames",2025-12-04T15:39:31.125Z,185
E00283,U069,P0068,click,"blue light glasses for coding",2025-12-15T02:25:44.431Z,20
E00284,U069,P0097,search,"gaming glasses",2025-11-29T08:44:54.752Z,0
E00285,U099,P0104,click,"black rimless frames",2025-12-12T10:54:37.205Z,257
E00286,U066,P0283,search,"stylish eyeglasses",2025-12-26T04:26:11.788Z,0
E00287,U085,P0049,search,"transparent frames",2025-12-27T10:55:41.851Z,0
E00288,U029,P0168,click,"running sunglasses",2025-12-09T00:40:54.947Z,176
E00289,U066,P0023,search,"vincent chase computer glasses",2025-12-03T13:23:12.227Z,0
E00290,U039,P0002,click,"contact lenses for dry eyes",2025-12-06T23:50:13.384Z,91
E00291,U100,P0061,search,"transparent frames",2025-12-18T15:29:03.434Z,0
E00292,U079,P0122,click,"vincent chase computer glasses",2025-12-22T12:20:40.275Z,183
E00293,U014,P0199,search,"gold round glasses",2025-12-03T03:45:33.460Z,0
E00294,U045,P0283,click,"gold round glasses",2025-11-29T10:48:55.193Z,28
E00295,U059,P0291,search,"stylish eyeglasses",2025-12-10T05:58:09.980Z,0
E00296,U024,P0224,search,"gold round glasses",2025-12-11T13:09:09.120Z,0
E00297,U059,P0296,add_to_cart,"running sunglasses",2025-11-30T10:02:37.830Z,0
E00298,U008,P0035,click,"vincent chase computer glasses",2025-12-15T11:15:58.438Z,118
E00299,U009,P0081,click,"transparent frames",2025-12-13T05:35:36.591Z,166
E00300,U030,P0063,click,"contact lenses for dry eyes",2025-12-17T10:48:58.033Z,167
E00301,U009,P0208,search,"blue light glasses for coding",2025-12-09T10:44:46.355Z,0
E00302,U010,P0104,click,"sunglasses for driving",2025-12-05T11:46:52.605Z,186
E00303,U070,P0035,search,"prescription glasses",2025-12-18T11:40:20.870Z,0
E00304,U061,P0154,search,"gaming glasses",2025-12-02T04:52:20.810Z,0
E00305,U042,P0055,add_to_cart,"rayban aviators",2025-12-07T05:27:13.197Z,0
E00306,U050,P0130,search,"gold round glasses",2025-12-14T06:22:06.812Z,0
E00307,U004,P0167,search,"gaming glasses",2025-12-04T18:21:26.188Z,0
E00308,U091,P0218,click,"rayban aviators",2025-12-15T07:17:51.863Z,67
E00309,U041,P0080,click,"transparent frames",2025-12-24T05:41:53.491Z,240
E00310,U004,P0162,search,"black rimless frames",2025-12-11T11:58:07.147Z,0
E00311,U039,P0074,click,"vincent chase computer glasses",2025-12-08T20:42:04.072Z,265
E00312,U095,P0027,click,"sunglasses for driving",2025-11-30T07:52:33.525Z,25
E00313,U046,P0198,click,"gaming glasses",2025-12-04T13:40:08.270Z,206
E00314,U083,P0204,click,"gold round glasses",2025-12-09T00:47:29.592Z,134
E00315,U008,P0217,add_to_cart,"rayban aviators",2025-12-28T13:08:56.847Z,0
E00316,U091,P0002,click,"running sunglasses",2025-12-16T14:44:42.399Z,219
E00317,U078,P0200,click,"sunglasses for driving",2025-12-19T14:28:50.962Z,113
E00318,U012,P0287,click,"running sunglasses",2025-11-28T17:43:20.990Z,53
E00319,U047,P0016,search,"running sunglasses",2025-12-11T01:29:00.792Z,0
E00320,U054,P0188,click,"contact lenses for dry eyes",2025-11-29T11:17:34.058Z,169
E00321,U085,P0258,click,"prescription glasses",2025-12-06T09:40:35.814Z,106
E00322,U090,P0266,search,"prescription glasses",2025-12-13T02:48:03.765Z,0
E00323,U027,P0258,click,"transparent frames",2025-12-17T20:57:07.188Z,242
E00324,U029,P0242,search,"running sunglasses",2025-11-30T04:45:59.965Z,0
E00325,U069,P0002,search,"gold round glasses",2025-12-08T20:10:38.855Z,0
E00326,U091,P0220,click,"running sunglasses",2025-12-13T16:54:37.304Z,228
E00327,U047,P0204,click,"running sunglasses",2025-12-03T17:14:07.615Z,220
E00328,U042,P0097,add_to_cart,"gold round glasses",2025-12-03T16:16:47.777Z,0
