product_id,title,description,category,brand,price,rating,color,material
P0051,"Johnson & Johnson Stylish Colored Lenses","Breathable lenses perfect for daily wear. Keeps eyes hydrated all day.",Contact Lenses,Johnson & Johnson,7312,4.7,Blue,Acetate
P0052,"CooperVision Retro Colored Lenses","Retro contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,CooperVision,6650,4.6,Tortoise,Titanium
P0053,"Johnson & Johnson Trendy Colored Lenses","Daily disposable colored lenses for maximum hygiene and comfort. high water content.",Contact Lenses,Johnson & Johnson,1504,4.6,Blue,TR90
P0054,"Lenskart Blu Flexible Zero Power Wayfarers","Block harmful blue light with these Flexible zero power wayfarers. Reduces eye strain.",Computer Glasses,Lenskart Blu,8394,4.9,Gold,Ultem
P0055,"Bausch & Lomb Classic Toric Lenses","Classic contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,Bausch & Lomb,6138,4.2,Tortoise,Metal
P0056,"CooperVision Classic Toric Lenses","Classic contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,CooperVision,2061,3.7,Black,TR90
P0057,"CooperVision Flexible Toric Lenses","Breathable lenses perfect for vision correction. Keeps eyes hydrated all day.",Contact Lenses,CooperVision,2940,3.4,Rose Gold,Titanium
P0058,"Aqualens Trendy Colored Lenses","Daily disposable colored lenses for maximum hygiene and comfort. high water content.",Contact Lenses,Aqualens,785,3.8,Silver,Metal
P0059,"Lenskart Air Classic Cat-Eye Frames","Minimalist cat-eye frames crafted from Acetate. Designed for screen work.",Eyeglasses,Lenskart Air,3161,3.6,Silver,Acetate
P0060,"John Jacobs Premium Blue Cut Aviators","Work comfortably for hours with these blue cut aviators. Zero power, anti-glare lenses.",Computer Glasses,John Jacobs,8905,3.3,Blue,Stainless Steel
P0061,"John Jacobs Retro Blue Cut Aviators","Work comfortably for hours with these blue cut aviators. Zero power, anti-glare lenses.",Computer Glasses,John Jacobs,7950,3.8,Gunmetal,Stainless Steel
P0062,"Lenskart Blu Trendy Zero Power Wayfarers","Block harmful blue light with these Trendy zero power wayfarers. Reduces eye strain.",Computer Glasses,Lenskart Blu,3614,3.6,Brown,Polycarbonate
P0063,"Carrera Stylish Wayfarers","Stylish shades designed for beach vacations. Comes with polarized lenses.",Sunglasses,Carrera,8777,4.9,Silver,Metal
P0064,"John Jacobs Durable Zero Power Wayfarers","Work comfortably for hours with these zero power wayfarers. Zero power, anti-glare lenses.",Computer Glasses,John Jacobs,792,3.2,Tortoise,Ultem
P0065,"Vincent Chase Stylish Computer Glasses","Work comfortably for hours with these computer glasses. Zero power, anti-glare lenses.",Computer Glasses,Vincent Chase,5937,4.5,Tortoise,Acetate
P0066,"Titan Modern Geometric Glasses","Experience all-day comfort with these Modern geometric glasses. Made from lightweight Titanium.",Eyeglasses,Titan,5904,4.3,Grey,Titanium
P0067,"Johnson & Johnson Durable Daily Disposables","Durable contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,Johnson & Johnson,9503,4.6,Rose Gold,Polycarbonate
P0068,"Ray-Ban Durable Cat-Eye Sunglasses","Durable shades designed for fashion statements. Comes with polarized lenses.",Sunglasses,Ray-Ban,6954,4.9,Tortoise,Acetate
P0069,"John Jacobs Classic Blue Cut Aviators","Work comfortably for hours with these blue cut aviators. Zero power, anti-glare lenses.",Computer Glasses,John Jacobs,2837,4.5,Black,Metal
P0070,"Carrera Matte Aviators","Matte shades designed for fashion statements. Comes with polarized lenses.",Sunglasses,Carrera,4284,5.0,Transparent,Metal
P0071,"Oakley Retro Round Sunglasses","Classic round sunglasses with a Retro finish. Perfect for sunny days and driving.",Sunglasses,Oakley,5820,3.6,Gold,Polycarbonate
P0072,"Vincent Chase Durable Zero Power Wayfarers","Work comfortably for hours with these zero power wayfarers. Zero power, anti-glare lenses.",Computer Glasses,Vincent Chase,8735,3.8,Gunmetal,Stainless Steel
P0073,"Alcon Modern Daily Disposables","Daily disposable daily disposables for maximum hygiene and comfort. oxygen permeability.",Contact Lenses,Alcon,867,4.6,Silver,Titanium
P0074,"Titan Trendy Half-Rim Frames","Minimalist half-rim frames crafted from Polycarbonate. Designed for screen work.",Eyeglasses,Titan,910,3.0,Silver,Polycarbonate
P0075,"Ray-Ban Retro Rectangular Glasses","Retro frames that fit perfectly. Great for daily office wear.",Eyeglasses,Ray-Ban,546,3.7,Silver,Titanium
P0076,"Vincent Chase Premium Rectangular Shades","Premium shades designed for fashion statements. Comes with polarized lenses.",Sunglasses,Vincent Chase,9460,4.8,Gunmetal,Titanium
P0077,"Oakley Modern Wayfarers","Modern shades designed for beach vacations. Comes with polarized lenses.",Sunglasses,Oakley,1488,3.2,Grey,Acetate
P0078,"Vogue Matte Round Sunglasses","Matte shades designed for beach vacations. Comes with polarized lenses.",Sunglasses,Vogue,5144,4.8,Silver,Titanium
P0079,"Lenskart Blu Modern Gaming Glasses","Perfect for coding. These glasses feature blue light filter and a Modern frame.",Computer Glasses,Lenskart Blu,1988,4.0,Grey,Metal
P0080,"Oakley Premium Wayfarers","Premium shades designed for casual outings. Comes with polarized lenses.",Sunglasses,Oakley,551,4.7,Blue,Titanium
P0081,"Bausch & Lomb Trendy Daily Disposables","Trendy contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,Bausch & Lomb,9751,3.7,Gunmetal,Polycarbonate
P0082,"Bausch & Lomb Trendy Daily Disposables","Daily disposable daily disposables for maximum hygiene and comfort. silicone hydrogel.",Contact Lenses,Bausch & Lomb,9629,3.6,Transparent,Acetate
P0083,"Lenskart Air Flexible Computer Glasses","Perfect for binge-watching. These glasses feature yellow tint and a Flexible frame.",Computer Glasses,Lenskart Air,9025,3.2,Brown,Stainless Steel
P0084,"Aqualens Stylish Daily Disposables","Daily disposable daily disposables for maximum hygiene and comfort. UV block.",Contact Lenses,Aqualens,3862,3.5,Black,Titanium
P0085,"Lenskart Air Matte Zero Power Wayfarers","Perfect for binge-watching. These glasses feature shock resistance and a Matte frame.",Computer Glasses,Lenskart Air,5357,3.4,Gunmetal,Titanium
P0086,"Aqualens Premium Daily Disposables","Breathable lenses perfect for daily wear. Keeps eyes hydrated all day.",Contact Lenses,Aqualens,9146,4.3,Black,Acetate
P0087,"CooperVision Classic Toric Lenses","Daily disposable toric lenses for maximum hygiene and comfort. high water content.",Contact Lenses,CooperVision,7345,4.0,Grey,Polycarbonate
P0088,"Police Modern Cat-Eye Sunglasses","Classic cat-eye sunglasses with a Modern finish. Perfect for sunny days and driving.",Sunglasses,Police,1945,4.1,Silver,Stainless Steel
P0089,"CooperVision Matte Toric Lenses","Daily disposable toric lenses for maximum hygiene and comfort. UV block.",Contact Lenses,CooperVision,3866,4.1,Gold,Ultem
P0090,"CooperVision Retro Toric Lenses","Breathable lenses perfect for occasional use. Keeps eyes hydrated all day.",Contact Lenses,CooperVision,7819,4.0,Black,Titanium
P0091,"Lenskart Air Trendy Gaming Glasses","Block harmful blue light with these Trendy gaming glasses. Reduces eye strain.",Computer Glasses,Lenskart Air,8599,3.7,Silver,Acetate
P0092,"Alcon Trendy Monthly Disposables","Daily disposable monthly disposables for maximum hygiene and comfort. UV block.",Contact Lenses,Alcon,5570,4.5,Rose Gold,Titanium
P0093,"Vincent Chase Lightweight Gaming Glasses","Work comfortably for hours with these gaming glasses. Zero power, anti-glare lenses.",Computer Glasses,Vincent Chase,9341,3.7,Rose Gold,Metal
P0094,"Ray-Ban Durable Geometric Glasses","Experience all-day comfort with these Durable geometric glasses. Made from lightweight Ultem.",Eyeglasses,Ray-Ban,4495,4.2,Rose Gold,Ultem
P0095,"Alcon Classic Colored Lenses","Classic contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,Alcon,3331,4.2,Tortoise,Polycarbonate
P0096,"Ray-Ban Durable Wayfarers","Durable shades designed for casual outings. Comes with polarized lenses.",Sunglasses,Ray-Ban,7579,4.6,Transparent,Acetate
P0097,"Titan Trendy Round Frames","Trendy frames that fit perfectly. Great for fashion styling.",Eyeglasses,Titan,4836,3.8,Blue,Titanium
P0098,"Alcon Matte Daily Disposables","Daily disposable daily disposables for maximum hygiene and comfort. oxygen permeability.",Contact Lenses,Alcon,3826,4.6,Gold,Titanium
P0099,"Aqualens Durable Toric Lenses","Breathable lenses perfect for vision correction. Keeps eyes hydrated all day.",Contact Lenses,Aqualens,9277,3.9,Silver,Polycarbonate
P0100,"Lenskart Air Premium Blue Cut Aviators","Perfect for binge-watching. These glasses feature shock resistance and a Premium frame.",Computer Glasses,Lenskart Air,9419,3.4,Gunmetal,TR90
P0101,"Vincent Chase Lightweight Blue Cut Aviators","Block harmful blue light with these Lightweight blue cut aviators. Reduces eye strain.",Computer Glasses,Vincent Chase,4105,4.9,Tortoise,Titanium
P0102,"Lenskart Air Modern Zero Power Wayfarers","Block harmful blue light with these Modern zero power wayfarers. Reduces eye strain.",Computer Glasses,Lenskart Air,6399,3.7,Blue,TR90
P0103,"Vincent Chase Retro Aviators","Classic aviators with a Retro finish. Perfect for sunny days and driving.",Sunglasses,Vincent Chase,541,4.3,Silver,Titanium
P0104,"John Jacobs Premium Cat-Eye Sunglasses","Protect your eyes in style with these Premium cat-eye sunglasses. Features UV400 protection.",Sunglasses,John Jacobs,1847,4.4,Gunmetal,Stainless Steel
P0105,"John Jacobs Retro Gaming Glasses","Perfect for coding. These glasses feature blue light filter and a Retro frame.",Computer Glasses,John Jacobs,9928,3.3,Tortoise,Stainless Steel
P0106,"Vincent Chase Flexible Gaming Glasses","Work comfortably for hours with these gaming glasses. Zero power, anti-glare lenses.",Computer Glasses,Vincent Chase,8895,3.7,Grey,Titanium
P0107,"Alcon Retro Daily Disposables","Daily disposable daily disposables for maximum hygiene and comfort. high water content.",Contact Lenses,Alcon,4746,4.8,Brown,Polycarbonate
P0108,"Ray-Ban Modern Geometric Glasses","Modern frames that fit perfectly. Great for daily office wear.",Eyeglasses,Ray-Ban,5693,3.2,Silver,TR90
P0109,"Titan Retro Rectangular Glasses","Retro frames that fit perfectly. Great for fashion styling.",Eyeglasses,Titan,7385,4.8,Gold,Stainless Steel
P0110,"Bausch & Lomb Modern Colored Lenses","Daily disposable colored lenses for maximum hygiene and comfort. UV block.",Contact Lenses,Bausch & Lomb,823,4.5,Grey,Metal
P0111,"Alcon Durable Colored Lenses","Durable contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,Alcon,8055,4.0,Brown,Stainless Steel
P0112,"Vincent Chase Trendy Zero Power Wayfarers","Work comfortably for hours with these zero power wayfarers. Zero power, anti-glare lenses.",Computer Glasses,Vincent Chase,7551,4.4,Blue,Metal
P0113,"Vincent Chase Lightweight Computer Glasses","Block harmful blue light with these Lightweight computer glasses. Reduces eye strain.",Computer Glasses,Vincent Chase,2600,3.8,Grey,Ultem
P0114,"Carrera Stylish Sports Sunglasses","Protect your eyes in style with these Stylish sports sunglasses. Features UV400 protection.",Sunglasses,Carrera,7407,4.4,Gold,Ultem
P0115,"CooperVision Flexible Monthly Disposables","Flexible contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,CooperVision,5989,4.1,Blue,TR90
P0116,"Titan Modern Half-Rim Frames","Minimalist half-rim frames crafted from TR90. Designed for reading.",Eyeglasses,Titan,8959,4.8,Black,TR90
P0117,"Lenskart Blu Matte Gaming Glasses","Block harmful blue light with these Matte gaming glasses. Reduces eye strain.",Computer Glasses,Lenskart Blu,3694,4.9,Blue,Stainless Steel
P0118,"Aqualens Retro Daily Disposables","Daily disposable daily disposables for maximum hygiene and comfort. silicone hydrogel.",Contact Lenses,Aqualens,9680,4.4,Tortoise,Ultem
P0119,"Titan Flexible Geometric Glasses","Minimalist geometric glasses crafted from Polycarbonate. Designed for screen work.",Eyeglasses,Titan,4944,4.6,Tortoise,Polycarbonate
P0120,"Lenskart Air Durable Gaming Glasses","Perfect for gaming. These glasses feature anti-glare coating and a Durable frame.",Computer Glasses,Lenskart Air,2969,3.1,Blue,TR90
P0121,"Titan Retro Round Frames","Sophisticated round frames for a professional look. Features adjustable nose pads.",Eyeglasses,Titan,3720,3.9,Silver,Stainless Steel
P0122,"Ray-Ban Matte Round Frames","Matte frames that fit perfectly. Great for fashion styling.",Eyeglasses,Ray-Ban,1540,4.7,Tortoise,Ultem
P0123,"John Jacobs Premium Gaming Glasses","Block harmful blue light with these Premium gaming glasses. Reduces eye strain.",Computer Glasses,John Jacobs,5480,4.5,Tortoise,TR90
P0124,"Oakley Modern Cat-Eye Sunglasses","Protect your eyes in style with these Modern cat-eye sunglasses. Features UV400 protection.",Sunglasses,Oakley,1362,4.5,Silver,TR90
P0125,"Bausch & Lomb Lightweight Monthly Disposables","Daily disposable monthly disposables for maximum hygiene and comfort. high water content.",Contact Lenses,Bausch & Lomb,880,4.8,Gunmetal,Acetate
P0126,"Johnson & Johnson Premium Colored Lenses","Daily disposable colored lenses for maximum hygiene and comfort. oxygen permeability.",Contact Lenses,Johnson & Johnson,8518,4.7,Gold,Acetate
P0127,"Carrera Matte Aviators","Classic aviators with a Matte finish. Perfect for sunny days and driving.",Sunglasses,Carrera,9360,4.1,Gunmetal,TR90
P0128,"Ray-Ban Flexible Round Frames","Flexible frames that fit perfectly. Great for daily office wear.",Eyeglasses,Ray-Ban,4985,3.5,Black,Acetate
P0129,"Lenskart Air Stylish Cat-Eye Frames","Stylish frames that fit perfectly. Great for screen work.",Eyeglasses,Lenskart Air,6148,3.4,Black,Titanium
P0130,"CooperVision Retro Toric Lenses","Daily disposable toric lenses for maximum hygiene and comfort. UV block.",Contact Lenses,CooperVision,8004,4.5,Transparent,TR90
P0131,"Police Modern Clubmasters","Modern shades designed for casual outings. Comes with polarized lenses.",Sunglasses,Police,662,3.8,Blue,Titanium
P0132,"CooperVision Trendy Monthly Disposables","Daily disposable monthly disposables for maximum hygiene and comfort. silicone hydrogel.",Contact Lenses,CooperVision,3436,3.4,Tortoise,TR90
P0133,"Bausch & Lomb Lightweight Colored Lenses","Lightweight contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,Bausch & Lomb,7434,3.9,Tortoise,Stainless Steel
P0134,"Lenskart Blu Flexible Zero Power Wayfarers","Block harmful blue light with these Flexible zero power wayfarers. Reduces eye strain.",Computer Glasses,Lenskart Blu,767,3.6,Gold,Metal
P0135,"Vogue Lightweight Cat-Eye Sunglasses","Make a statement with these Lightweight Vogue sunglasses. Ideal for driving.",Sunglasses,Vogue,529,4.3,Gold,Metal
P0136,"Lenskart Air Durable Rectangular Glasses","Minimalist rectangular glasses crafted from TR90. Designed for daily office wear.",Eyeglasses,Lenskart Air,4251,3.7,Gunmetal,TR90
P0137,"Fastrack Stylish Half-Rim Frames","Minimalist half-rim frames crafted from Acetate. Designed for fashion styling.",Eyeglasses,Fastrack,4744,5.0,Tortoise,Acetate
P0138,"Lenskart Blu Modern Gaming Glasses","Perfect for coding. These glasses feature yellow tint and a Modern frame.",Computer Glasses,Lenskart Blu,1129,3.5,Rose Gold,Titanium
P0139,"Oakley Stylish Round Sunglasses","Make a statement with these Stylish Oakley sunglasses. Ideal for outdoor sports.",Sunglasses,Oakley,603,4.1,Gold,Stainless Steel
P0140,"Vincent Chase Durable Round Frames","Sophisticated round frames for a professional look. Features flexible hinges.",Eyeglasses,Vincent Chase,5242,4.3,Brown,Stainless Steel
P0141,"Vincent Chase Premium Cat-Eye Frames","Premium frames that fit perfectly. Great for screen work.",Eyeglasses,Vincent Chase,5489,4.7,Rose Gold,Ultem
P0142,"Vincent Chase Durable Blue Cut Aviators","Work comfortably for hours with these blue cut aviators. Zero power, anti-glare lenses.",Computer Glasses,Vincent Chase,9300,4.0,Black,Ultem
P0143,"John Jacobs Premium Zero Power Wayfarers","Work comfortably for hours with these zero power wayfarers. Zero power, anti-glare lenses.",Computer Glasses,John Jacobs,8054,3.4,Transparent,TR90
P0144,"Lenskart Air Trendy Blue Cut Aviators","Block harmful blue light with these Trendy blue cut aviators. Reduces eye strain.",Computer Glasses,Lenskart Air,7039,3.5,Tortoise,Titanium
P0145,"Vincent Chase Flexible Aviators","Classic aviators with a Flexible finish. Perfect for sunny days and driving.",Sunglasses,Vincent Chase,5255,3.4,Gold,Polycarbonate
P0146,"Alcon Stylish Toric Lenses","Stylish contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,Alcon,6895,4.9,Grey,Polycarbonate
P0147,"Vincent Chase Durable Geometric Glasses","Experience all-day comfort with these Durable geometric glasses. Made from lightweight Stainless Steel.",Eyeglasses,Vincent Chase,4114,4.6,Black,Stainless Steel
P0148,"John Jacobs Matte Cat-Eye Frames","Experience all-day comfort with these Matte cat-eye frames. Made from lightweight Titanium.",Eyeglasses,John Jacobs,3178,3.2,Silver,Titanium
P0149,"Vincent Chase Premium Zero Power Wayfarers","Work comfortably for hours with these zero power wayfarers. Zero power, anti-glare lenses.",Computer Glasses,Vincent Chase,6066,3.7,Transparent,Stainless Steel
P0150,"John Jacobs Stylish Aviators","Classic aviators with a Stylish finish. Perfect for sunny days and driving.",Sunglasses,John Jacobs,1784,4.1,Grey,Ultem
P0151,"Johnson & Johnson Durable Monthly Disposables","Durable contact lenses with UV blocking. Ideal for active lifestyles.",Contact Lenses,Johnson & Johnson,7131,3.9,Grey,Ultem
P0152,"CooperVision Modern Toric Lenses","Daily disposable toric lenses for maximum hygiene and comfort. UV block.",Contact Lenses,CooperVision,1523,3.4,Tortoise,Acetate
P0153,"Ray-Ban Trendy Round Sunglasses","Make a statement with these Trendy Ray-Ban sunglasses. Ideal for outdoor sports.",Sunglasses,Ray-Ban,9996,3.3,Blue,Metal
P0154,"Aqualens Matte Toric Lenses","Breathable lenses perfect for sports. Keeps eyes hydrated all day.",Contact Lenses,Aqualens,3656,4.3,Blue,Titanium
P0155,"John Jacobs Classic Sports Sunglasses","Classic shades designed for outdoor sports. Comes with polarized lenses.",Sunglasses,John Jacobs,5364,3.9,Rose Gold,Stainless Steel
P0156,"CooperVision Premium Daily Disposables","Breathable lenses perfect for occasional use. Keeps eyes hydrated all day.",Contact Lenses,CooperVision,9087,4.8,Grey,Polycarbonate
P0157,"Carrera Durable Aviators","Make a statement with these Durable Carrera sunglasses. Ideal for casual outings.",Sunglasses,Carrera,5245,3.6,Black,Stainless Steel
P0158,"Lenskart Blu Retro Computer Glasses","Block harmful blue light with these Retro computer glasses. Reduces eye strain.",Computer Glasses,Lenskart Blu,8177,4.7,Black,Stainless Steel
P0159,"John Jacobs Lightweight Blue Cut Aviators","Work comfortably for hours with these blue cut aviators. Zero power, anti-glare lenses.",Computer Glasses,John Jacobs,2400,4.9,Gunmetal,Titanium
P0160,"Ray-Ban Flexible Geometric Glasses","Flexible frames that fit perfectly. Great for fashion styling.",Eyeglasses,Ray-Ban,9607,4.9,Grey,Polycarbonate
P0161,"Aqualens Classic Daily Disposables","Breathable lenses perfect for sports. Keeps eyes hydrated all day.",Contact Lenses,Aqualens,5824,3.6,Blue,Stainless Steel
P0162,"John Jacobs Lightweight Cat-Eye Sunglasses","Make a statement with these Lightweight John Jacobs sunglasses. Ideal for outdoor sports.",Sunglasses,John Jacobs,3255,4.6,Silver,Ultem
